,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Tempature,Wind Speed
279,Geraldton,AU,-28.77,114.6,1597027543,75,63,66.2,23.04
280,Jalu,LY,29.03,21.55,1597027760,0,63,75.74,11.07
281,Thyborøn,DK,56.7,8.21,1597027760,0,7,62.01,3.85
282,Yerbogachën,RU,61.28,108.01,1597027761,5,49,72.54,8.48
283,San Pablo City,PH,14.07,121.33,1597027761,100,73,87.01,4.0
284,Baghdad,IQ,33.34,44.4,1597027761,0,42,84.2,11.41
285,Maceió,BR,-9.67,-35.74,1597027325,75,94,69.8,11.56
286,Fredericton,CA,45.95,-66.67,1597027761,1,77,73.4,4.7
287,Nikolskoye,RU,59.7,30.79,1597027762,40,88,64.0,6.71
288,Saint-Joseph,RE,-21.37,55.62,1597027762,23,55,60.8,10.29
289,Beidao,CN,34.57,105.89,1597027383,66,44,86.56,6.78
290,São Raimundo Nonato,BR,-9.02,-42.7,1597027604,0,68,69.19,4.14
291,Nioro,GM,13.35,-15.75,1597027762,69,96,74.89,4.12
292,Ixtapa,MX,20.7,-105.2,1597027762,75,94,80.01,5.82
293,Nānākuli,US,21.39,-158.15,1597027762,20,51,86.0,8.05
294,Putai,FR,46.66,1.99,1597027763,60,77,69.8,5.82
295,Salalah,OM,17.02,54.09,1597027763,75,83,78.8,1.12
296,Calbuco,CL,-41.77,-73.13,1597027763,90,93,41.0,8.05
297,Waddān,LY,29.16,16.14,1597027763,45,65,74.35,7.23
298,Wasilla,US,61.58,-149.44,1597027763,90,87,64.4,5.82
299,Rosetta,EG,31.4,30.42,1597027763,40,78,77.0,3.36
300,Aykhal,RU,66.0,111.5,1597027764,90,87,51.8,6.71
301,Santiago,CL,-33.46,-70.65,1597027238,42,76,54.0,3.36
302,Puerto Escondido,MX,15.85,-97.07,1597027385,100,80,81.77,5.93
303,Salinas,US,36.68,-121.66,1597027476,75,72,66.2,12.75
304,Dosso,NE,13.05,3.19,1597027764,100,80,76.37,13.38
305,Sirte,LY,31.21,16.59,1597027764,0,73,77.05,6.38
306,Tiassalé,CI,5.9,-4.83,1597027764,69,95,69.58,2.06
307,Tocopilla,CL,-22.09,-70.2,1597027765,20,59,58.8,3.29
308,Chernyshevskiy,RU,63.01,112.47,1597027765,65,45,66.13,7.27
309,Sørland,NO,67.67,12.69,1597027765,41,66,53.6,4.07
310,Porto-Novo,BJ,6.5,2.6,1597027622,40,88,75.2,13.87
311,Ouadda,CF,8.08,22.4,1597027765,100,95,66.7,3.87
312,Savignano sul Rubicone,IT,44.1,12.41,1597027766,0,94,75.0,3.36
313,Inuvik,CA,68.35,-133.72,1597027766,75,76,53.6,2.24
314,Westport,US,41.14,-73.36,1597027766,1,78,77.0,6.93
315,Olavarría,AR,-36.89,-60.32,1597027767,36,90,55.0,2.71
316,Port-Gentil,GA,-0.72,8.78,1597027767,100,81,75.52,13.89
317,Ancud,CL,-41.87,-73.82,1597027349,75,86,42.01,9.17
318,Katherine,AU,-14.47,132.27,1597027230,0,28,82.4,13.87
319,Ishinomaki,JP,38.42,141.3,1597027767,75,58,86.0,9.17
320,Levelland,US,33.59,-102.38,1597027767,75,29,91.4,12.75
321,Vostok,RU,46.49,135.88,1597027358,100,100,59.02,3.11
322,Koosa,EE,58.53,27.08,1597027767,45,93,61.0,4.7
323,Syracuse,IT,37.09,15.28,1597027768,0,78,75.2,4.7
324,Río Gallegos,AR,-51.62,-69.22,1597027580,100,74,33.8,11.41
325,Vestmanna,FO,62.16,-7.17,1597027768,99,82,55.4,13.87
326,Garoowe,SO,8.41,48.48,1597027768,59,59,72.21,21.52
327,Lompoc,US,34.64,-120.46,1597027768,8,77,62.6,12.75
328,Somerset East,ZA,-32.72,25.59,1597027768,0,61,44.56,11.43
329,Diamantino,BR,-14.41,-56.45,1597027769,0,38,72.36,5.44
330,Baracoa,CU,20.35,-74.5,1597027769,39,82,81.07,11.52
331,Khuzdar,PK,27.74,66.64,1597027769,25,62,81.93,1.66
332,Princeton,US,25.54,-80.41,1597027769,1,79,84.99,3.36
333,Fort Smith,US,35.39,-94.4,1597027769,1,58,87.8,4.7
334,Bansko,BG,41.84,23.49,1597027769,0,80,63.0,10.0
335,Sena Madureira,BR,-9.07,-68.66,1597027769,3,53,76.84,1.95
336,Khakhea,BW,-24.69,23.49,1597027769,0,69,40.28,9.48
337,Lebu,CL,-37.62,-73.65,1597027770,99,74,46.89,8.46
338,Ahipara,NZ,-35.17,173.17,1597027770,100,60,57.42,3.27
339,Rottenmann,AT,47.52,14.35,1597027770,0,80,60.01,3.56
340,Abhā,SA,18.22,42.51,1597027770,20,93,66.2,5.32
341,Sawtell,AU,-30.38,153.1,1597027704,90,55,60.8,16.11
342,Port Blair,IN,11.67,92.75,1597027770,100,82,82.08,16.2
343,Tanout,NE,14.97,8.89,1597027771,100,78,75.54,13.0
344,Talnakh,RU,69.49,88.4,1597027375,90,100,51.8,13.42
345,Abu Dhabi,AE,24.47,54.37,1597027771,52,67,93.2,3.36
346,Galle,LK,6.04,80.22,1597027771,92,84,80.76,11.18
347,Rūdbār,AF,30.15,62.6,1597027771,0,20,83.68,12.46
348,Conway,US,35.09,-92.44,1597027771,3,66,87.01,8.05
349,Quthing,LS,-30.4,27.7,1597027771,49,83,35.67,3.53
350,Oruzgan,AF,32.83,66.0,1597027772,0,18,78.94,4.27
351,Metro,ID,-5.11,105.31,1597027772,15,67,85.14,5.88
352,Dossor,KZ,47.53,52.98,1597027772,0,46,69.85,19.17
353,Imbituba,BR,-28.24,-48.67,1597027772,40,93,66.2,10.29
354,Erenhot,CN,43.65,111.98,1597027772,2,34,75.78,13.71
355,Ambulu,ID,-8.35,113.61,1597027772,0,65,83.25,6.11
356,Kidal,ML,18.44,1.41,1597027773,65,65,83.61,16.31
357,São João da Barra,BR,-21.64,-41.05,1597027371,0,88,69.75,8.97
358,Vawkavysk,BY,53.16,24.45,1597027773,0,93,60.93,4.59
359,Mango,US,27.98,-82.31,1597027773,1,100,80.6,6.73
360,Khuzhir,RU,53.19,107.34,1597027773,88,85,57.94,6.73
361,Panguipulli,CL,-39.63,-72.33,1597027773,95,91,39.13,2.93
362,Pouébo,NC,-20.4,164.57,1597027773,78,68,77.32,8.59
363,Norman Wells,CA,65.28,-126.83,1597027265,40,43,73.4,8.05
364,Provideniya,RU,64.38,-173.3,1597027774,75,71,53.6,13.42
365,Ushtobe,KZ,45.25,77.98,1597027774,0,31,85.64,13.2
366,Eureka,US,40.8,-124.16,1597027774,2,52,66.0,1.59
367,Fukuechō,JP,32.69,128.84,1597027774,75,94,80.6,27.51
368,Katsuura,JP,35.13,140.3,1597027774,75,66,96.01,11.41
369,Lagan,RU,45.39,47.37,1597027775,0,42,72.84,8.1
370,Ørje,NO,59.48,11.66,1597027775,36,81,62.01,1.01
371,Novoagansk,RU,61.94,76.66,1597027296,4,54,72.73,5.66
372,Esmeraldas,BR,-19.76,-44.31,1597027598,71,68,66.2,6.93
373,Madang,PG,-5.22,145.8,1597027775,78,60,86.13,6.85
374,Pleasanton,US,37.66,-121.87,1597027622,1,23,87.8,11.41
375,Soyo,AO,-6.13,12.37,1597027691,63,86,72.82,7.63
376,Pampa,US,35.54,-100.96,1597027776,1,27,89.6,16.11
377,Umm Kaddadah,SD,13.6,26.69,1597027776,100,70,76.26,6.29
378,Antalaha,MG,-14.9,50.28,1597027776,13,86,62.28,8.57
379,Urdoma,RU,61.75,48.54,1597027776,2,80,48.43,4.88
380,Gijang,KR,35.24,129.21,1597027776,90,88,80.6,5.82
381,Finschhafen,PG,-6.6,147.87,1597027776,85,67,83.79,8.81
382,Nabire,ID,-3.37,135.48,1597027777,22,63,86.49,5.48
383,Tipitapa,NI,12.2,-86.1,1597027777,40,94,78.8,4.7
384,Barra de Tecoanapa,MX,16.52,-98.75,1597027777,97,80,81.91,5.46
385,Aksu,CN,41.12,80.26,1597027777,92,21,84.31,5.41
386,Hailar,CN,49.2,119.7,1597027777,64,66,70.16,6.78
387,Constantine,DZ,36.37,6.61,1597027777,0,63,64.4,2.24
388,Goderich,CA,43.75,-81.72,1597027777,91,84,75.0,1.99
389,Isfana,KG,39.84,69.53,1597027778,0,54,80.6,6.71
390,Frontera,MX,26.93,-101.45,1597027778,0,40,87.01,14.0
391,Rome,US,43.21,-75.46,1597027778,1,78,71.6,3.02
392,Havelock,US,34.88,-76.9,1597027292,75,94,82.0,5.26
393,Hidalgotitlán,MX,17.78,-94.63,1597027507,100,96,76.23,10.02
394,Novosokol'niki,RU,56.35,30.16,1597027779,8,92,58.98,3.58
395,Gurupá,BR,-1.41,-51.64,1597027779,85,69,77.13,3.2
396,Ossora,RU,59.24,163.07,1597027350,100,77,58.26,14.34
397,Vung Tau,VN,10.35,107.08,1597027779,91,79,84.45,11.36
398,Gizo Government Station,SB,-8.1,156.84,1597027779,17,69,84.56,5.84
399,Humboldt,US,40.67,-123.92,1597027779,2,44,64.99,1.99
400,Barra do Corda,BR,-5.5,-45.25,1597027780,0,46,73.99,2.59
401,Shenzhen,CN,22.55,114.07,1597027606,40,70,91.0,6.71
402,Pendleton,US,45.67,-118.79,1597027780,1,22,81.0,6.93
403,Smolenskaya Oblast’,RU,55.0,33.0,1597027780,100,95,58.51,3.02
404,Aquiraz,BR,-3.9,-38.39,1597027726,75,74,80.6,11.41
405,Chalchihuites,MX,23.48,-103.88,1597027780,43,83,58.93,5.95
406,Dutlwe,BW,-23.98,23.9,1597027781,0,59,41.72,9.28
407,Nizwá,OM,22.93,57.53,1597027781,23,44,87.24,5.21
408,Kavieng,PG,-2.57,150.8,1597027242,9,72,83.35,2.73
409,Namatanai,PG,-3.67,152.43,1597027781,100,71,84.56,4.72
410,Esperance,AU,-33.87,121.9,1597027781,50,82,57.2,24.16
411,Teknāf,BD,20.86,92.31,1597027340,100,79,84.31,14.63
412,Portland,US,45.52,-122.68,1597027419,0,43,80.01,1.99
413,Pilar,BR,-9.6,-35.96,1597027782,75,94,69.8,5.19
414,Mount Isa,AU,-20.73,139.5,1597027299,0,22,66.2,8.05
415,Serra Talhada,BR,-7.99,-38.3,1597027782,0,88,65.53,11.32
416,Narasannapeta,IN,18.42,84.05,1597027782,100,71,84.04,6.24
417,Dannenberg,DE,53.1,11.09,1597027782,70,67,70.0,1.01
418,Kumul,CN,42.8,93.45,1597027782,81,16,87.62,14.76
419,Santa Cruz de la Sierra,BO,-17.8,-63.17,1597027773,0,78,71.6,4.7
420,Yelovo,RU,57.05,54.92,1597027783,75,83,53.35,15.46
421,Effingham County,US,32.37,-81.33,1597027783,90,94,75.2,1.5
422,Aklavik,CA,68.22,-135.01,1597027783,75,76,53.6,2.24
423,Ambon City,ID,-3.7,128.18,1597027783,40,66,86.0,6.93
424,Anadyr,RU,64.75,177.48,1597027285,40,63,62.6,6.71
425,Krasnoarmeysk,RU,51.02,45.7,1597027784,0,58,63.0,8.99
426,Sinop Province,TR,41.77,34.87,1597027784,0,84,62.87,6.24
427,Zharkent,KZ,44.16,80.0,1597027784,100,48,75.78,5.06
428,Constitución,CL,-35.33,-72.42,1597027684,77,87,50.38,11.9
429,Kilindoni,TZ,-7.91,39.67,1597027785,30,77,74.12,9.33
430,Miramar,US,25.99,-80.23,1597027785,20,83,86.0,8.05
431,Shenjiamen,CN,29.96,122.3,1597027785,0,86,82.29,20.65
432,Sapa,PH,5.15,120.32,1597027785,89,72,85.84,7.74
433,Najībābād,IN,29.63,78.33,1597027785,90,100,78.8,11.36
434,Palmeirais,BR,-5.98,-43.06,1597027785,0,50,75.9,5.91
435,Morros,BR,-9.45,-46.3,1597027785,0,57,67.75,3.67
436,Coquimbo,CL,-29.95,-71.34,1597027786,100,93,50.0,6.11
437,LaBelle,US,26.76,-81.44,1597027786,1,94,77.0,6.67
438,Gari,RU,59.43,62.35,1597027786,100,97,57.4,10.49
439,Padang,ID,-0.95,100.35,1597027786,93,55,86.63,2.33
440,Honiara,SB,-9.43,159.95,1597027786,40,70,89.6,10.29
441,Martapura,ID,-3.42,114.85,1597027787,65,78,82.4,5.82
442,San Angelo,US,31.46,-100.44,1597027715,0,40,91.0,4.0
443,Mananjary,MG,-21.22,48.33,1597027787,23,81,59.56,4.63
444,Narsaq,GL,60.92,-46.05,1597027787,98,87,46.4,6.93
445,Araripina,BR,-7.58,-40.5,1597027787,9,76,68.11,12.8
446,Huamachuco,PE,-7.8,-78.07,1597027788,0,83,45.81,4.68
447,Kieta,PG,-6.22,155.63,1597027788,72,65,85.35,6.24
448,Atessa,IT,42.07,14.45,1597027788,0,77,68.0,4.7
449,Hamilton,US,39.18,-84.53,1597027541,1,88,79.0,1.97
450,Paita,PE,-5.09,-81.11,1597027788,16,85,61.9,12.91
451,Pisco,PE,-13.7,-76.22,1597027384,1,87,59.0,3.36
452,Singaraja,ID,-8.11,115.09,1597027788,17,56,85.86,2.57
453,Nytva,RU,57.94,55.33,1597027789,40,93,55.4,6.71
454,Birin,NP,26.89,88.07,1597027789,75,94,78.8,5.82
455,Naantali,FI,60.47,22.02,1597027789,82,93,51.8,2.24
456,Bilma,NE,18.69,12.92,1597027252,53,45,86.2,7.56
457,Manaus,BR,-3.1,-60.02,1597027535,3,69,84.2,3.36
458,Solnechnyy,RU,50.72,136.63,1597027789,100,86,67.93,5.03
459,Dörtyol,TR,36.86,36.23,1597027789,74,83,79.0,7.25
460,Tabou,CI,4.42,-7.35,1597027790,38,82,74.21,5.86
461,Dongsheng,CN,39.82,109.98,1597027790,0,24,78.46,4.61
462,Half Moon Bay,US,37.46,-122.43,1597027278,90,93,75.99,5.14
463,Auki,SB,-8.77,160.7,1597027790,44,60,87.22,3.38
464,Al Bardīyah,LY,31.76,25.09,1597027790,0,84,74.1,10.25
465,Ketchikan,US,55.34,-131.65,1597027790,90,87,57.2,9.17
466,Nur-Sultan,KZ,51.18,71.45,1597027791,40,77,68.0,8.95
467,Praia,CV,14.92,-23.51,1597027791,75,78,78.8,10.29
468,Wagga Wagga,AU,-35.12,147.37,1597027512,0,54,57.2,6.93
469,Ovsyanka,RU,55.96,92.55,1597027791,0,72,68.0,4.47
470,Porbandar,IN,21.64,69.61,1597027791,96,81,83.55,14.03
471,Ambovombe,MG,-25.17,46.08,1597027791,0,58,59.05,8.57
472,Buraidah,SA,26.33,43.98,1597027791,57,28,84.2,12.75
473,Totolapan,MX,18.52,-96.18,1597027792,75,94,80.01,5.82
474,Paracuru,BR,-3.41,-39.03,1597027792,5,77,79.0,21.0
475,Cabedelo,BR,-6.98,-34.83,1597027792,40,100,71.6,6.93
476,Najrān,SA,17.49,44.13,1597027387,40,47,80.6,6.93
477,Quatre Cocos,MU,-20.21,57.76,1597027792,75,52,68.0,10.29
478,Abū Zabad,SD,12.35,29.25,1597027792,100,89,72.14,11.81
479,Nichinan,JP,31.6,131.37,1597027793,75,79,84.2,24.16
480,Vila Velha,BR,-20.33,-40.29,1597027793,40,93,68.0,5.55
481,Walvis Bay,NA,-22.96,14.51,1597027283,0,87,50.0,10.29
482,Coxim,BR,-18.51,-54.76,1597027793,0,34,69.35,4.21
483,Asău,RO,46.43,26.4,1597027348,1,80,64.0,3.38
484,Sisimiut,GL,66.94,-53.67,1597027245,80,84,39.81,7.74
485,Coyhaique,CL,-45.58,-72.07,1597027684,90,74,35.6,2.24
486,Lamu,KE,-2.27,40.9,1597027793,96,82,74.62,10.4
487,Pierre,US,44.37,-100.35,1597027794,1,49,75.0,16.11
488,San Rafael,AR,-34.62,-68.33,1597027794,0,32,58.42,23.17
489,Itarema,BR,-2.92,-39.92,1597027794,97,81,79.12,16.69
490,Iquitos,PE,-3.75,-73.25,1597027045,20,88,77.0,1.12
491,La Paz,BO,-16.5,-68.15,1597027568,8,29,33.8,8.05
492,Suez,EG,29.97,32.53,1597027794,0,79,72.84,3.38
493,Ulaangom,MN,49.98,92.07,1597027794,96,37,69.98,3.94
494,Mujiayingzi,CN,42.12,118.78,1597027794,0,28,85.21,10.11
495,Bonthe,SL,7.53,-12.51,1597027305,82,82,76.73,8.39
496,Kanturk,IE,52.17,-8.9,1597027795,100,82,59.0,6.93
497,Kongwa,TZ,-6.2,36.42,1597027795,83,88,55.44,2.44
498,Rosarito,MX,32.33,-117.03,1597027795,5,73,70.0,8.05
499,Entre Rios,BR,-11.94,-38.08,1597027795,10,97,65.37,3.24
500,Dovers,VC,12.88,-61.18,1597027795,28,82,82.27,16.15
501,Talara,PE,-4.58,-81.27,1597027795,31,89,61.7,15.9
502,Husavik,IS,66.04,-17.34,1597027795,100,67,57.2,17.22
503,Montepuez,MZ,-13.13,39.0,1597027796,0,94,56.25,3.65
504,Karlskoga,SE,59.33,14.52,1597027796,96,72,59.0,4.7
505,Maridi,SS,4.92,29.47,1597027796,76,95,65.01,0.94
506,Sigiriya,LK,7.95,80.74,1597027796,100,69,80.8,15.39
507,Tabas,IR,33.6,56.92,1597027796,0,22,87.8,4.7
508,Monte Alegre,BR,-2.01,-54.07,1597027797,9,63,78.84,2.71
509,Coruripe,BR,-10.13,-36.18,1597027797,36,82,72.77,10.4
510,Nemuro,JP,43.32,145.57,1597027797,75,93,66.2,3.36
511,Balabac,PH,7.99,117.06,1597027797,99,70,86.47,8.41
512,Pitimbu,BR,-7.47,-34.81,1597027797,40,100,71.6,6.93
513,Bani Walid,LY,31.76,13.99,1597027798,0,90,68.34,6.46
514,Mackay,AU,-21.15,149.2,1597027322,0,34,73.0,6.04
515,Saldanha,ZA,-33.01,17.94,1597027248,0,93,51.8,4.7
516,Yeniseysk,RU,58.45,92.17,1597027798,0,48,77.18,3.36
517,Bafra,TR,41.57,35.91,1597027798,40,69,73.4,5.82
518,Samarai,PG,-10.62,150.67,1597027798,32,82,79.7,8.88
519,Pandan,PH,14.05,124.17,1597027798,68,64,88.97,9.86
520,Robertsport,LR,6.75,-11.37,1597027798,99,82,76.08,10.18
521,Lagoa,PT,39.05,-27.98,1597027798,70,76,71.37,6.02
522,Beloha,MG,-25.17,45.05,1597027799,0,64,57.18,7.09
523,Caohe,CN,30.23,115.43,1597027799,100,91,78.84,3.04
524,Stann Creek Town,BZ,16.97,-88.23,1597027799,100,81,84.0,7.0
525,Karatuzskoye,RU,53.61,92.87,1597027799,0,67,69.89,1.77
526,Koson,UZ,39.04,65.58,1597027799,0,56,73.4,4.7
527,Ruska Poliana,UA,49.42,31.92,1597027800,66,79,64.45,4.88
528,Sibolga,ID,1.74,98.78,1597027800,42,57,86.38,3.11
529,Lárdos,GR,36.09,28.02,1597027800,20,88,77.0,6.93
530,San Cristobal,VE,7.77,-72.22,1597027281,98,91,66.07,3.62
531,Karaton,ID,-6.34,106.1,1597027800,40,66,86.0,8.05
532,San Andrés,CO,12.58,-81.7,1597027800,75,94,77.0,4.7
533,Sanford,US,28.8,-81.27,1597027692,100,58,77.0,5.03
534,Nishihara,JP,26.18,127.76,1597027801,75,79,87.8,21.92
535,Mogadishu,SO,2.04,45.34,1597027801,77,76,75.04,18.21
536,Preiļi,LV,56.29,26.72,1597027801,1,90,60.53,2.62
537,Corsicana,US,32.1,-96.47,1597027801,1,52,89.6,8.05
538,College,US,64.86,-147.8,1597027801,75,52,66.2,9.17
539,Wenshang,CN,35.73,116.5,1597027802,0,68,87.75,6.29
540,Lianran,CN,24.92,102.48,1597027802,90,100,73.0,8.95
541,Acapulco de Juárez,MX,16.86,-99.89,1597027372,40,79,84.2,6.93
542,Kasongo-Lunda,CD,-6.47,16.82,1597027802,29,75,67.93,2.98
543,Isiro,CD,2.77,27.62,1597027802,95,98,65.44,1.25
544,Pasni,PK,25.26,63.47,1597027803,64,87,84.6,2.33
545,Borogontsy,RU,62.67,131.17,1597027803,100,73,63.88,7.85
546,Voskresenskoye,RU,56.84,45.43,1597027803,0,84,50.23,7.29
547,Jacmel,HT,18.23,-72.53,1597027803,76,66,87.8,2.24
548,Wuchi,CN,29.38,103.02,1597027803,21,72,75.58,2.64
549,Teya,RU,60.38,92.63,1597027804,0,36,80.51,2.1
550,Dehui,CN,44.53,125.7,1597027804,40,65,80.6,13.42
551,Vao,NC,-22.67,167.48,1597027349,81,82,72.95,22.77
552,Bilibino,RU,68.05,166.44,1597027804,100,67,49.17,2.64
553,Khromtau,KZ,50.25,58.43,1597027804,95,82,57.43,15.64
554,Preobrazheniye,RU,42.9,133.91,1597027805,100,95,69.28,4.43
555,Bandarbeyla,SO,9.49,50.81,1597027244,4,57,76.37,28.83
556,Nyurba,RU,63.28,118.33,1597027805,25,52,66.61,7.45
557,Lalab,PH,11.57,122.43,1597027805,89,59,89.2,2.44
558,Koslan,RU,63.46,48.9,1597027805,0,80,49.17,3.2
559,Norrtälje,SE,59.76,18.7,1597027805,99,82,61.0,1.01
560,Nordhausen,DE,51.52,10.8,1597027805,100,75,71.01,2.86
561,Boden,SE,65.83,21.69,1597027806,10,71,53.6,11.41
562,Broken Hill,AU,-31.95,141.43,1597027339,0,53,58.14,5.82
